,FISCAL_YR,FISCAL_MTH,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESC,TRANS_DT,AMT
11032,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,NASP ONLINE,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,2020-07-25,210.0
11033,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,RENAISSANCE DC DNTOWN,LODGING,2020-07-21,401.8
11034,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,NCS PEARSON,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,2020-07-21,13.49
11035,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,HILTON VELA RESTAURANT,EATING PLACES RESTAURANTS,2020-06-28,27.71
11036,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,LOBBY HOUSE,EATING PLACES RESTAURANTS,2020-07-21,101.5
11037,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,UNITED 0162407743399,AIRLINE,2020-07-12,374.4
11038,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,CVS/PHARMACY #09903,DRUG STORES PHARMACIES,2020-07-24,8.68
11039,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,ESEANETWORK.ORG,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,2020-07-17,299.0
11040,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,WWW.1AND1.COM,COMPUTER NETWORK-INFORMATION SERVICES,2020-07-16,200.05
11041,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,NASP ONLINE,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,2020-07-16,210.0
11042,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,NATIONAL ASSOCIATION FOR,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,2020-07-18,250.0
11044,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,THE PIG,EATING PLACES RESTAURANTS,2020-07-25,33.5
11045,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,UBER TRIP BTMUO,TRAVEL,2020-07-25,7.63
11046,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,AMTRAK .COM 2050671031949,TRAVEL,2020-07-24,127.0
11047,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,VZWRLSS*IVR VB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,2020-07-13,280.07
11048,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,PANDA EXPRESS 358,FAST FOOD RESTAURANTS,2020-07-26,9.97
11049,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,ESEANETWORK.ORG,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,2020-07-03,299.0
11050,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,RENAISSANCE DC DNTOWN,LODGING,2020-07-21,70.0
11051,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,JAMES,EATING PLACES RESTAURANTS,2020-07-26,33.08
11054,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,ESEANETWORK.ORG,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,2020-07-20,239.0
11055,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,WESTIN GASLAMP QTR DINE,EATING PLACES RESTAURANTS,2020-07-25,3.23
11056,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,MARRIOTT CRYSTAL GATEW,LODGING,2020-07-26,396.38
11057,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,BURGER KING #16138,FAST FOOD RESTAURANTS,2020-07-25,6.07
11058,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,SCHOOL NUTRITION ASSOC,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,2020-07-20,15.0
11059,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,GEORGIA BROWN'S,EATING PLACES RESTAURANTS,2020-07-19,35.9
11060,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,RENAISSANCE DC DNTWN F,LODGING,2020-07-19,22.0
11061,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,RENAISSANCE DC DNTWN F,LODGING,2020-07-20,22.0
11062,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,WAL-MART #5039,GROCERY STORES SUPERMARKETS,2020-07-20,34.99
11063,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,FOOD LION #1426,GROCERY STORES SUPERMARKETS,2020-07-12,20.06
11064,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,JINYA RAMEN BAR,EATING PLACES RESTAURANTS,2020-07-26,18.13
11065,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,NCS PEARSON,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,2020-07-21,224.75
11066,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,AMAZON MKTPLACE PMTS,BOOK STORES,2020-07-24,114.75
11067,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,MARRIOTT CRYSTAL GATEW,LODGING,2020-07-26,41.0
11068,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,MARRIOTT CRYSTAL GATEW,LODGING,2020-07-26,33.0
11069,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,MARRIOTT CRYSTAL GATEW,LODGING,2020-07-26,22.1
11070,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,MARRIOTT CRYSTAL GATEW,LODGING,2020-07-26,22.0
11071,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,KIMPTON MASON AND ROOK,LODGING,2020-07-23,321.04
11072,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,E GROUP WEBSTORES,DURABLE GOODS NOT ELSEWHERE CLASSIFIED,2020-07-19,72.0
11073,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,ACADEMY - CDR,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,2020-07-13,60.0
11074,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,AMERICAN AIR0010262808196,AIRLINE,2020-07-24,25.0
11075,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,NCJP INVESTMENT GROUP LL,EATING PLACES RESTAURANTS,2020-07-24,18.12
11076,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,MARRIOTT CRYSTAL CITY,LODGING,2020-06-27,35.1
11077,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,MARRIOTT CRYSTAL GWY F,LODGING,2020-06-29,18.2
11078,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,KING STREET BLUES,EATING PLACES RESTAURANTS,2020-06-29,15.19
11079,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,SAN ANTONIO ARLINGTON,EATING PLACES RESTAURANTS,2020-06-28,21.65
11081,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,NATIONAL COUNCIL OF SUPER,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,2020-06-29,425.0
11083,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,FOX SPORTS GRILL,EATING PLACES RESTAURANTS,2020-06-28,25.55
11084,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,DBLETREE SAN DIEGO HTL,LODGING,2020-06-30,602.92
11086,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,SQ *ROBERT NELSON,OTHER SERVICES NOT ELSEWHERE CLASSIFIED,2020-06-30,21.7
11087,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,WESTIN WESTIN HOTELS,LODGING,2020-06-28,605.58
11088,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,WESTIN GASLAMP QTR DINE,EATING PLACES RESTAURANTS,2020-07-24,8.47
11089,2021,1,DEPT OF EDUCATION,ACADEMIC SUPPORT,WESTAT 60040698,FAST FOOD RESTAURANTS,2020-07-24,6.07
11090,2021,1,DEPT OF EDUCATION,ACADEMIC SUPPORT,RESIDENCE INN,LODGING,2020-07-26,331.2
11091,2021,1,DEPT OF EDUCATION,ACADEMIC SUPPORT,THE HOME DEPOT #1608,HOME SUPPLY WAREHOUSE STORES,2020-07-24,263.55
11093,2021,1,DEPT OF EDUCATION,ACADEMIC SUPPORT,RWM EMBROIDERY AND MORE,OTHER SERVICES NOT ELSEWHERE CLASSIFIED,2020-07-10,78.22
11094,2021,1,DEPT OF EDUCATION,ACADEMIC SUPPORT,STAPLS0167494597000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-07-26,224.7
11095,2021,1,DEPT OF EDUCATION,ACADEMIC SUPPORT,RED LOBSTER 0200,EATING PLACES RESTAURANTS,2020-07-24,23.14
11096,2021,1,DEPT OF EDUCATION,ACADEMIC SUPPORT,DBLETREE SAN DIEGO HTL,LODGING,2020-06-30,426.72
11097,2021,1,DEPT OF EDUCATION,ACADEMIC SUPPORT,SAN URBAN CRV T1W,EATING PLACES RESTAURANTS,2020-06-29,15.65
11098,2021,1,DEPT OF EDUCATION,ACADEMIC SUPPORT,SQ *ORANGE CAB,TRAVEL,2020-06-29,11.0
11099,2021,1,DEPT OF EDUCATION,ACADEMIC SUPPORT,AMERICAN AIR0012199002328,AIRLINE,2020-07-10,455.4
11102,2021,1,DEPT OF EDUCATION,ACADEMIC SUPPORT,RWM EMBROIDERY AND MORE,OTHER SERVICES NOT ELSEWHERE CLASSIFIED,2020-07-10,449.5
11103,2021,1,DEPT OF EDUCATION,ACADEMIC SUPPORT,AMERICAN AIR0012198738452,AIRLINE,2020-07-09,280.4
11105,2021,1,DEPT OF EDUCATION,ACADEMIC SUPPORT,WESTAT 60040698,FAST FOOD RESTAURANTS,2020-07-25,6.72
11106,2021,1,DEPT OF EDUCATION,STUDENT SUPPORT,COLONIAL AIRPORT PARKING,AUTOMOBILE PARKING LOTS AND GARAGES,2020-07-03,58.6
11107,2021,1,DEPT OF EDUCATION,STUDENT SUPPORT,FLO AND SANTOS,EATING PLACES RESTAURANTS,2020-07-02,27.42
11108,2021,1,DEPT OF EDUCATION,STUDENT SUPPORT,GRAND LUX CAFE CHICAGO,EATING PLACES RESTAURANTS,2020-06-30,25.9
11109,2021,1,DEPT OF EDUCATION,STUDENT SUPPORT,MARRIOTT CHI M MILE F AND,LODGING,2020-06-28,17.68
11112,2021,1,DEPT OF EDUCATION,STUDENT SUPPORT,HYATT REGENCY INDIANAP,LODGING,2020-07-23,149.76
11115,2021,1,DEPT OF EDUCATION,STUDENT SUPPORT,HYATT REGENCY INDIANAP,LODGING,2020-07-25,299.52
11117,2021,1,DEPT OF EDUCATION,STUDENT SUPPORT,SOUTHWES 5261465281482,AIRLINE,2020-07-09,291.97
11118,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-07-13,241.2
11119,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,STAPLS0167491220000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-07-26,128.59
11120,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,AMERICAN AIR0010261402723,AIRLINE,2020-07-12,25.0
11121,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,PPA PHL AIRPORT,AUTOMOBILE PARKING LOTS AND GARAGES,2020-07-12,55.0
11122,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,STAPLS0166909470000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-06-30,2.76
11125,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,BUCA DI BEPPO-SAN DIEGO,EATING PLACES RESTAURANTS,2020-07-10,12.76
11126,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,NICKY ROTTENS,EATING PLACES RESTAURANTS,2020-07-10,28.91
11127,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,PAYPAL *SNUG,ASSOCIATIONS-CIVIC SOCIAL AND FRATERNAL,2020-07-10,200.0
11128,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,STK*SHUTTERSTOCK INC.,COMMERCIAL ART GRAPHICS PHOTOGRAPHY,2020-07-10,35.0
11129,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,IDU*INSIGHT PUBLIC SEC,COMPUTER SOFTWARE STORES,2020-07-06,558.84
11130,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,XEROX CORPORATION/RBO,OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT,2020-07-09,263.66
11131,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,AMERICAN AIR0010260927712,AIRLINE,2020-07-08,25.0
11132,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,BLIND BURRO/CAT EY,EATING PLACES RESTAURANTS,2020-07-09,20.09
11133,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,NICKY ROTTENS,EATING PLACES RESTAURANTS,2020-07-08,20.27
11134,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-07-05,168.84
11136,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,STAPLS0167502169000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-07-26,76.09
11137,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,HARRIS CRAB HOUSE,EATING PLACES RESTAURANTS,2020-07-17,28.51
11138,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,CPK T-2 EAST SAN,EATING PLACES RESTAURANTS,2020-07-12,13.55
11139,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,XEROX CORPORATION/RBO,OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT,2020-07-03,263.66
11140,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,ASSOC SUPERV AND CURR,DIRECT MARKETING-CATALOG MERCHANTS,2020-07-24,14.0
11141,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,THE FISH MARKET SD,EATING PLACES RESTAURANTS,2020-07-09,26.28
11142,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,ASSOC SUPERV AND CURR,DIRECT MARKETING-CATALOG MERCHANTS,2020-07-24,139.86
11143,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,VIE DE FRANCE - WASHINGTO,BAKERIES,2020-07-18,16.49
11144,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,LEGAL SEA FOODS #200,EATING PLACES RESTAURANTS,2020-07-18,46.42
11145,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,UBER TRIP K3TRH,TRAVEL,2020-07-12,16.33
11147,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,EASTERN SHORE COFFEE AND WA,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,2020-07-12,350.0
11148,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,RENAISSANCE DC DNTOWN,LODGING,2020-07-21,200.9
11149,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,RENAISSANCE DC DNTOWN,LODGING,2020-07-21,35.0
11151,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,BALSAMIQ TRID921866,COMPUTER SOFTWARE STORES,2020-07-26,12.0
11153,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-07-16,184.21
11154,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,STAPLS0166909470000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-06-30,60.5
11155,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,STAPLS0166909470000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-06-30,167.73
11156,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,STAPLS0167456516000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-07-25,600.89
11158,2021,1,DEPT OF EDUCATION,OPERATIONS SUPPORT,ESRI,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,2020-07-24,495.0
11159,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,UBER TRIP 2F4PM,TRAVEL,2020-07-16,6.82
11160,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,CAFE GRATITUDE - SAN DIEG,EATING PLACES RESTAURANTS,2020-07-15,45.99
11161,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,UBER TRIP 2SLRN,TRAVEL,2020-07-18,1.0
11162,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,UBER TRIP 2SLRN,TRAVEL,2020-07-18,6.97
11163,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,RALPHS #0123,GROCERY STORES SUPERMARKETS,2020-07-17,16.82
11164,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,THE HOME DEPOT #1608,HOME SUPPLY WAREHOUSE STORES,2020-07-24,263.55
11165,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,VZWRLSS*IVR VB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,2020-07-13,40.01
11166,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,SHERATON SD MARINA DINE,EATING PLACES RESTAURANTS,2020-07-16,4.75
11167,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,TST* UNDERBELLY,EATING PLACES RESTAURANTS,2020-07-17,15.33
11168,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,SQ *MENDE CAB GOSQ.COM,OTHER SERVICES NOT ELSEWHERE CLASSIFIED,2020-07-15,16.6
11169,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,SAN PRADO,EATING PLACES RESTAURANTS,2020-07-19,23.44
11170,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,AMERICAN AIR0010262170017,AIRLINE,2020-07-18,25.0
11172,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,STICKY RICE ECHO PARK,EATING PLACES RESTAURANTS,2020-07-18,24.65
11174,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,PEACE PIES,MISC FOOD STORE-CONVENIENCE MRKT SPLTY VENDNG MACS,2020-07-18,16.8
11175,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,UBER TRIP ILBDT,TRAVEL,2020-07-17,8.22
11176,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,PANORAMA BAR AND GRILL,EATING PLACES RESTAURANTS,2020-07-16,19.16
11177,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,PPA PHL AIRPORT,AUTOMOBILE PARKING LOTS AND GARAGES,2020-07-19,44.0
11178,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,AMERICAN AIR0010261818359,AIRLINE,2020-07-15,25.0
11179,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,OSCARS MEXICAN SEAFOOD,EATING PLACES RESTAURANTS,2020-07-17,6.81
11180,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,CAFE GRATITUDE - SAN DIEG,EATING PLACES RESTAURANTS,2020-07-16,12.0
11181,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,UBER TRIP A36F5,TRAVEL,2020-07-18,6.65
11182,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,UBER TRIP J364Q,TRAVEL,2020-07-17,6.97
11183,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,GIFTSHOPSHERATONSANDIEGO,GIFT CARD NOVELTY AND SOUVENIR SHOPS,2020-07-16,4.49
11184,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,OSCARS MEXICAN SEAFOOD,EATING PLACES RESTAURANTS,2020-07-17,16.8
11185,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,TST* UNDERBELLY,EATING PLACES RESTAURANTS,2020-07-17,18.1
11186,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,PANORAMA BAR AND GRILL,EATING PLACES RESTAURANTS,2020-07-15,40.88
11187,2021,1,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,UBER TRIP 2F4PM,TRAVEL,2020-07-16,1.0
11188,2021,1,DEPT OF EDUCATION,PROFESSIONAL STANDARDS BOARD,USPS PO 0917600901,POSTAL SERVICES-GOVERNMENT ONLY,2020-07-02,13.4
11191,2021,1,DEPT OF EDUCATION,OTHER ITEMS,PATS PIZZA IN WEST DOVER,EATING PLACES RESTAURANTS,2020-07-25,24.97
11193,2021,1,DEPT OF EDUCATION,OTHER ITEMS,ULINE *SHIP SUPPLIES,DIRECT MARKETING-CATALOG MERCHANTS,2020-07-20,604.67
11194,2021,1,DEPT OF EDUCATION,OTHER ITEMS,TACOS CHABELITA,EATING PLACES RESTAURANTS,2020-07-17,38.92
11195,2021,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,USPS PO 0917600901,POSTAL SERVICES-GOVERNMENT ONLY,2020-07-26,6.7
11196,2021,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,USPS PO 0917600901,POSTAL SERVICES-GOVERNMENT ONLY,2020-07-23,13.4
11197,2021,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,USPS PO 0917600901,POSTAL SERVICES-GOVERNMENT ONLY,2020-07-19,6.7
11198,2021,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MARRIOTT WATERFRONT,LODGING,2020-06-30,212.13
11199,2021,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MARRIOTT WATERFRONT,LODGING,2020-06-30,26.0
11200,2021,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,AMAZON.COM,BOOK STORES,2020-07-08,14.26
11201,2021,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,EASTERN SHORE COFFEE AND WA,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,2020-07-12,37.5
11203,2021,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,STAPLS0166909653000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-06-30,286.53
11204,2021,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,ASSOC SUPERV AND CURR,DIRECT MARKETING-CATALOG MERCHANTS,2020-07-10,61.34
11205,2021,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,USPS PO 0917600901,POSTAL SERVICES-GOVERNMENT ONLY,2020-06-27,6.7
11206,2021,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,BOXWOOD TECHNOLOGY INC,COMPUTER SOFTWARE STORES,2020-07-06,225.0
11207,2021,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,VZWRLSS*IVR VB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,2020-07-13,577.55
11209,2021,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,SHOPRITE CHRSTNLNDG S1,GROCERY STORES SUPERMARKETS,2020-07-25,67.78
11210,2021,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,TCD*CENGAGE LEARNING,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,2020-07-13,89.0
11211,2021,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,EASYAPPLIANCEPARTS.COM,HARDWARE STORES,2020-07-10,46.89
11212,2021,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,RESTAURANT DEPOT,GROCERY STORES SUPERMARKETS,2020-07-20,25.08
11213,2021,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,SHOPRITE CHRSTNLNDG S1,GROCERY STORES SUPERMARKETS,2020-07-03,19.66
11214,2021,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,SHOPRITE CHRSTNLNDG S1,GROCERY STORES SUPERMARKETS,2020-07-18,5.78
11215,2021,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,SHOPRITE CHRSTNLNDG S1,GROCERY STORES SUPERMARKETS,2020-07-17,123.83
11216,2021,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,EASYAPPLIANCEPARTS.COM,HARDWARE STORES,2020-07-10,6.95
11217,2021,1,DEPT OF EDUCATION,ADVISORY COUNCIL,COMCAST,CABLE SATELLITE OTHER PAY TELEVISION RADIO SVCS,2020-06-28,115.2
11218,2021,2,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,AMERICAN AIR0010629130427,AIRLINE,2020-07-26,25.35
11219,2021,2,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,PPA PHL AIRPORT,AUTOMOBILE PARKING LOTS AND GARAGES,2020-07-28,55.0
11220,2021,2,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,THE LOGAN PHILADELPHIA,LODGING,2020-07-27,260.66
11223,2021,2,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,MARRIOTT CRYSTAL GATEW,LODGING,2020-08-17,111.0
11224,2021,2,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,THE BIG BOARD,EATING PLACES RESTAURANTS,2020-08-01,15.75
11225,2021,2,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,WOODY CREEK BAKERY AND C,EATING PLACES RESTAURANTS,2020-08-01,18.63
11226,2021,2,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,AWARDS UNLIMITED,MISCELLANEOUS AND SPECIALTY RETAIL STORES,2020-07-30,300.2
11227,2021,2,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,THE LOGAN PHILA FB,EATING PLACES RESTAURANTS,2020-07-27,16.47
11230,2021,2,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,KITE KEY GASTRO PUB,EATING PLACES RESTAURANTS,2020-07-26,20.16
11231,2021,2,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,THE LOGAN PHILADELPHIA,LODGING,2020-07-27,87.0
11232,2021,2,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,THE LOGAN PHILADELPHIA,LODGING,2020-07-27,43.5
11233,2021,2,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,RESTAURANTSTORE.COM,COMMERCIAL EQUIPMENT NOT ELSEWHERE CLASSIFIED,2020-08-14,219.57
11234,2021,2,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,MARRIOTT CRYSTAL GATEW,LODGING,2020-08-17,594.57
11235,2021,2,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,EB 2018 DELAWARE HISP,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,2020-08-17,250.0
11236,2021,2,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,MARRIOTT CRYSTAL GWY F,LODGING,2020-08-16,11.0
11238,2021,2,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,THUNDER GRILL #203,EATING PLACES RESTAURANTS,2020-08-16,11.69
